Timestamp,Tvoj trenutni status,"Povprečna NETO urna postavka za delo, ki si ga opravil/a preko študentske napotnice.",V zadnjih treh mesecih sem povprečno delal/a na teden,Vrsta zaposlitve,Obseg dela,Povprečna mesečna BRUTO plača v zadnjih treh mesecih.,Tvoja celoletna BRUTO kompenzacija,Primarno tržišče delodajalca,Sedež delodajalca je,Koliko let si že zaposlen/a pri trenutnem delodajalcu?,Opravljaš delo na daljavo (remote work)?,Ali trenutno aktivno iščeš novo zaposlitev?,"Imaš odprt še s.p.? (""popoldanski s.p."")",Število različnih naročnikov v zadnjih 6 mesecih,Povprečen mesečni BRUTO prihodek v zadnjih 6ih mesecih,Koliko odstotkov LETNEGA prihodka ti predstavlja največji naročnik?,Primarno tržišče največjega naročnika je ,Sedež največjega naročnika je ,Znam naslednje programske jezike,Največ dela opravim kot...,Koliko let že programiraš?,Koliko let poklicno programiraš?,Identificiram se kot,Starost,Prebivam v...
10/16/2023 20:27:25,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,35000€ - 39999€,"tujina, drugo","tujina, Evropska unija",2 - 3 leta,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), TypeScript",spletni razvijalec/ka (front-end),več kot 10 let,več kot 10 let,moški,41-50,savinjska regija
10/16/2023 20:28:38,delo opravljam prek s. p.,,,,,,,,,,,,,1,3000€ - 3499€,85 - 99%,Slovenija,Slovenija,"SQL, Python, Bash",specialist/ka strojnega učenja,3 - 4 leta,3 - 4 leta,moški,26-30,osrednjeslovenska regija
10/16/2023 20:31:27,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,Slovenija,Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",da,ne,,,,,,Python,drugo,8 - 9 let,3 - 4 leta,moški,26-30,osrednjeslovenska regija
10/16/2023 20:32:48,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),več kot 10000€,več kot 100000€,Slovenija,Slovenija,7 - 8 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL",svetovalec/ka za specifično tehnologijo,7 - 8 let,4 - 5 let,moški,41-50,osrednjeslovenska regija
10/16/2023 20:36:25,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,več kot 10000€,85 - 99%,"tujina, ZDA","tujina, drugo",,vodja razvoja (CTO),manj kot 1 leto,manj kot 1 leto,moški,26-30,ne želim odgovoriti
10/16/2023 20:36:25,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,več kot 100000€,"tujina, Evropska unija","tujina, Evropska unija",2 - 3 leta,"da, a manj kot polni delovni čas",da,da,2 - 4,8500€ - 8999€,55 - 70,,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, C++",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,41-50,podravska regija
10/16/2023 20:37:53,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,35000€ - 39999€,Slovenija,Slovenija,več kot 10 let,"da, a manj kot polni delovni čas",ne,da,1,pod 499€,v zadnjem letu nisem imel/a nobenega naročnika,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, TypeScript",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,41-50,osrednjeslovenska regija
10/16/2023 20:38:14,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,30000€ - 34999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"ne, delodajalec ne omogoča dela na daljavo",da,ne,,,,,,"Python, C++",razvijalec/ka s statističnim/matematičnim ozadjem,2 - 3 leta,1 - 2 leti,moški,19-25,osrednjeslovenska regija
10/16/2023 20:39:08,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,25000€ - 29999€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, TypeScript",spletni razvijalec/ka (front-end),3 - 4 leta,2 - 3 leta,ženska,19-25,osrednjeslovenska regija
10/16/2023 20:40:14,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,35000€ - 39999€,"tujina, ZDA",Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Java, Python",produktni/projektni vodja (PM),3 - 4 leta,2 - 3 leta,moški,31-40,osrednjeslovenska regija
10/16/2023 20:40:59,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),6000€ - 6499€,75000€ - 79999€,"tujina, Evropska unija","tujina, drugo",manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"SQL, Java, Python, C++, C, Swift, Kotlin, Bash, Perl",razvijalec/ka mobilnih aplikacij (Android),več kot 10 let,več kot 10 let,moški,41-50,pomurska regija
10/16/2023 20:42:33,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,20000€ - 24999€,"tujina, ZDA",Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...)",UI/UX razvijalec/ka,2 - 3 leta,manj kot 1 leto,moški,26-30,zasavska regija
10/16/2023 20:44:27,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,55000€ - 59999€,"tujina, ZDA",Slovenija,manj kot 1 leto,"da, za polni delovni čas",ne,da,2 - 4,500€ - 999€,40 - 55,Slovenija,Slovenija,,produktni/projektni vodja (PM),manj kot 1 leto,manj kot 1 leto,ženska,31-40,osrednjeslovenska regija
10/16/2023 20:45:29,delo opravljam prek s. p.,,,,,,,,,,,,,5 - 9,8000€ - 8499€,70 - 84,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, TypeScript, Bash, Rust",vodja razvoja (CTO),več kot 10 let,7 - 8 let,moški,31-40,jugovzhodna regija
10/16/2023 20:46:26,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,45000€ - 49999€,"tujina, ZDA",Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, Ruby, Kotlin",spletni razvijalec/ka (full-stack),3 - 4 leta,2 - 3 leta,moški,31-40,osrednjeslovenska regija
10/16/2023 20:47:20,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,75000€ - 79999€,"tujina, ZDA","tujina, ZDA",2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, TypeScript, Bash",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/16/2023 20:47:27,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,"tujina, drugo",Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,SQL,svetovalec/ka za specifično tehnologijo,3 - 4 leta,3 - 4 leta,ženska,31-40,osrednjeslovenska regija
10/16/2023 20:47:37,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),"1203,37€ - 1499€",20000€ - 24999€,Slovenija,Slovenija,4 - 5 let,"ne, delodajalec ne omogoča dela na daljavo",da,ne,,,,,,HTML/CSS (sass/scss/...),drugo,,,moški,41-50,osrednjeslovenska regija
10/16/2023 20:47:40,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,40000€ - 44999€,"tujina, ZDA",Slovenija,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"SQL, Python, R",specialist/ka strojnega učenja,7 - 8 let,2 - 3 leta,moški,26-30,osrednjeslovenska regija
10/16/2023 20:58:46,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,65000€ - 69999€,"tujina, drugo",Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, TypeScript",spletni razvijalec/ka (back-end),več kot 10 let,6 - 7 let,moški,31-40,gorenjska regija
10/16/2023 21:01:08,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5500€ - 5999€,70000€ - 74999€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,da,2 - 4,500€ - 999€,40 - 55,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, Bash",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/16/2023 21:02:58,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,,Slovenija,Slovenija,več kot 10 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,ženska,31-40,osrednjeslovenska regija
10/16/2023 21:03:14,nezaposlen/a,,,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, PHP, C, Go",spletni razvijalec/ka (full-stack),več kot 10 let,7 - 8 let,moški,31-40,osrednjeslovenska regija
10/16/2023 21:10:37,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),8000€ - 8499€,90000€ - 94999€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, TypeScript, Ruby, Go, Scala, Bash, Rust",svetovalec/ka za specifično tehnologijo,več kot 10 let,več kot 10 let,moški,31-40,savinjska regija
10/16/2023 21:12:55,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,,Slovenija,Slovenija,1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,,spletni razvijalec/ka (back-end),4 - 5 let,4 - 5 let,moški,26-30,
10/16/2023 21:12:59,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,25000€ - 29999€,Slovenija,Slovenija,2 - 3 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, plsql",spletni razvijalec/ka (back-end),5 - 6 let,3 - 4 leta,moški,31-40,gorenjska regija
10/16/2023 21:19:59,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,35000€ - 39999€,Slovenija,Slovenija,več kot 10 let,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), PHP",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,gorenjska regija
10/16/2023 21:29:09,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,40000€ - 44999€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), C#, Python, TypeScript, Go, Bash, Dart (Flutter)",spletni razvijalec/ka (full-stack),5 - 6 let,2 - 3 leta,moški,26-30,primorsko-notranjska regija
10/16/2023 21:32:05,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,40000€ - 44999€,Slovenija,Slovenija,5 - 6 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,41-50,osrednjeslovenska regija
10/16/2023 21:38:13,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 15000€,Slovenija,Slovenija,4 - 5 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, Java, Kotlin",razvijalec/ka mobilnih aplikacij (Android),6 - 7 let,5 - 6 let,moški,26-30,podravska regija
10/16/2023 21:38:18,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,40000€ - 44999€,"tujina, drugo","tujina, Evropska unija",manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Python, TypeScript",spletni razvijalec/ka (front-end),7 - 8 let,1 - 2 leti,moški,26-30,osrednjeslovenska regija
10/16/2023 21:40:59,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 15000€,Slovenija,,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, C#, Python, C++, C",spletni razvijalec/ka (back-end),1 - 2 leti,1 - 2 leti,moški,19-25,osrednjeslovenska regija
10/16/2023 21:42:20,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,20000€ - 24999€,Slovenija,Slovenija,4 - 5 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, C#, Delphi",razvijalec/ka namiznih aplikacij,4 - 5 let,4 - 5 let,ne želim odgovoriti,31-40,gorenjska regija
10/16/2023 21:46:17,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,35000€ - 39999€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript",spletni razvijalec/ka (front-end),4 - 5 let,3 - 4 leta,moški,19-25,savinjska regija
10/16/2023 21:47:17,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,4000€ - 4499€,70 - 84,"tujina, Evropska unija",Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, C++, TypeScript, Bash",spletni razvijalec/ka (full-stack),8 - 9 let,5 - 6 let,moški,19-25,savinjska regija
10/16/2023 21:48:30,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,6500€ - 6999€,85 - 99%,"tujina, drugo","tujina, drugo","JavaScript, HTML/CSS (sass/scss/...), Python, TypeScript, Scala, Bash",spletni razvijalec/ka (full-stack),več kot 10 let,9 - 10 let,ne želim odgovoriti,31-40,gorenjska regija
10/16/2023 21:51:58,nezaposlen/a,,,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript, Bash",spletni razvijalec/ka (front-end),4 - 5 let,1 - 2 leti,moški,19-25,gorenjska regija
10/16/2023 21:53:56,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,Slovenija,Slovenija,4 - 5 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, PHP, Bash",DevOps,8 - 9 let,4 - 5 let,moški,26-30,posavska regija
10/16/2023 21:54:06,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Java, Python, TypeScript",spletni razvijalec/ka (full-stack),4 - 5 let,2 - 3 leta,moški,26-30,osrednjeslovenska regija
10/16/2023 21:55:12,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,15001€ - 19999€,Slovenija,Slovenija,6 - 7 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, PHP, C++, Bash",administrator/ka podatkovnih sistemov,več kot 10 let,2 - 3 leta,moški,31-40,podravska regija
10/16/2023 21:55:48,nezaposlen/a,,,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python",spletni razvijalec/ka (full-stack),6 - 7 let,4 - 5 let,moški,31-40,savinjska regija
10/16/2023 21:56:11,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,55000€ - 59999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"Java, Python, Go",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,31-40,savinjska regija
10/16/2023 21:58:29,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,20000€ - 24999€,Slovenija,Slovenija,5 - 6 let,"ne, delodajalec ne omogoča dela na daljavo",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (full-stack),6 - 7 let,5 - 6 let,moški,31-40,savinjska regija
10/16/2023 21:59:13,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,"tujina, Evropska unija",Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Python, TypeScript",spletni razvijalec/ka (front-end),več kot 10 let,6 - 7 let,moški,31-40,podravska regija
10/16/2023 22:06:02,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),"1203,37€ - 1499€",25000€ - 29999€,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, C#",spletni razvijalec/ka (front-end),manj kot 1 leto,2 - 3 leta,moški,31-40,pomurska regija
10/16/2023 22:07:23,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 15000€,Slovenija,Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, Bash",razvijalec/ka s statističnim/matematičnim ozadjem,več kot 10 let,7 - 8 let,drugo,31-40,osrednjeslovenska regija
10/16/2023 22:09:07,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,45000€ - 49999€,"tujina, drugo",Slovenija,2 - 3 leta,"da, za polni delovni čas",ne,ne,,,,,,Python,svetovalec/ka za specifično tehnologijo,4 - 5 let,2 - 3 leta,moški,26-30,savinjska regija
10/16/2023 22:09:07,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,20000€ - 24999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), TypeScript",spletni razvijalec/ka (front-end),3 - 4 leta,1 - 2 leti,moški,26-30,podravska regija
10/16/2023 22:13:42,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,7500€ - 7999€,55 - 70,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, TypeScript, Bash, abap",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/16/2023 22:24:50,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 15000€,"tujina, Evropska unija",Slovenija,7 - 8 let,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Python, C, Bash",specialist/ka strojnega učenja,več kot 10 let,7 - 8 let,moški,31-40,osrednjeslovenska regija
10/16/2023 22:27:51,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,15001€ - 19999€,Slovenija,Slovenija,7 - 8 let,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (full-stack),več kot 10 let,7 - 8 let,moški,31-40,posavska regija
10/16/2023 22:31:07,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,45000€ - 49999€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, C, TypeScript, Kotlin, Bash",spletni razvijalec/ka (full-stack),5 - 6 let,5 - 6 let,moški,26-30,osrednjeslovenska regija
10/16/2023 22:36:57,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,8000€ - 8499€,55 - 70,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, SQL, C++, C, Objective-C, Bash, QML",razvijalec/ka embedded sistemov/aplikacij,več kot 10 let,več kot 10 let,moški,več kot 50 let,goriška regija
10/16/2023 22:36:59,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,50000€ - 54999€,"tujina, ZDA","tujina, ZDA",manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,Java,spletni razvijalec/ka (back-end),8 - 9 let,4 - 5 let,moški,26-30,osrednjeslovenska regija
10/16/2023 22:37:56,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,4000€ - 4499€,70 - 84,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, Bash",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/16/2023 22:46:53,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,Java,razvijalec/ka iger (gamedev),9 - 10 let,7 - 8 let,moški,31-40,podravska regija
10/16/2023 22:47:02,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,50000€ - 54999€,Slovenija,Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, C#, AL, C/AL",drugo,5 - 6 let,5 - 6 let,moški,31-40,osrednjeslovenska regija
10/16/2023 22:48:13,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,50000€ - 54999€,"tujina, Evropska unija",Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, C#, Python",svetovalec/ka za specifično tehnologijo,9 - 10 let,7 - 8 let,ženska,31-40,gorenjska regija
10/16/2023 22:52:31,delo opravljam prek s. p.,,,,,,,,,,,,,1,9000€ - 9499€,100%,"tujina, drugo","tujina, drugo","JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, TypeScript, Bash",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/16/2023 22:57:41,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),6000€ - 6499€,pod 15000€,"tujina, Evropska unija",Slovenija,4 - 5 let,"da, za polni delovni čas",ne,da,2 - 4,1500€ - 1999€,55 - 70,Slovenija,Slovenija,"Java, Python, Kotlin",razvijalec/ka mobilnih aplikacij (Android),9 - 10 let,8 - 9 let,moški,31-40,osrednjeslovenska regija
