Timestamp,Tvoj trenutni status,"Povprečna NETO urna postavka za delo, ki si ga opravil/a preko študentske napotnice.",V zadnjih treh mesecih sem povprečno delal/a na teden,Vrsta zaposlitve,Obseg dela,Povprečna mesečna BRUTO plača v zadnjih treh mesecih.,"Povprečni celoletni BRUTO dodatki (bonusi, delnice, RSU, drugi dodatki...)",Primarno tržišče delodajalca,Sedež delodajalca je,Koliko let si že zaposlen/a pri trenutnem delodajalcu?,Opravljaš delo na daljavo (remote work)?,Ali trenutno aktivno iščeš novo zaposlitev?,"Imaš odprt še s.p.? (""popoldanski s.p."")",Število različnih naročnikov v zadnjih 6 mesecih,Povprečen mesečni BRUTO prihodek v zadnjih 6ih mesecih,Koliko odstotkov LETNEGA prihodka ti predstavlja največji naročnik?,Primarno tržišče največjega naročnika je ,Sedež največjega naročnika je ,Znam naslednje programske jezike,Največ dela opravim kot...,Koliko let že programiraš?,Koliko let poklicno programiraš?,Identificiram se kot,Starost,Prebivam v...
10/1/2024 13:03:29,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),več kot 10000€,več kot 100000€,"tujina, ZDA","tujina, ZDA",1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,Python,razvijalec/ka s statističnim/matematičnim ozadjem,več kot 10 let,več kot 10 let,moški,31-40,tujina
10/1/2024 13:04:52,dijak/študent (delo opravljam prek študentske napotnice),"7,0€ - 7,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, C++, TypeScript",spletni razvijalec/ka (front-end),5 - 6 let,1 - 2 leti,moški,19-25,primorsko-notranjska regija
10/1/2024 13:06:22,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,35000€ - 39999€,"tujina, Evropska unija",Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, TypeScript",spletni razvijalec/ka (front-end),4 - 5 let,4 - 5 let,moški,31-40,podravska regija
10/1/2024 13:06:58,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,5000€ - 9999€,Slovenija,Slovenija,9 - 10 let,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java",spletni razvijalec/ka (full-stack),več kot 10 let,9 - 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 13:09:07,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, drugo","tujina, Evropska unija",1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Java, C#, Python, Go",specialist/ka strojnega učenja,8 - 9 let,6 - 7 let,moški,26-30,gorenjska regija
10/1/2024 13:13:15,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,25000€ - 29999€,Slovenija,Slovenija,1 - 2 leti,"ne, delodajalec ne omogoča dela na daljavo",da,ne,,,,,,"HTML/CSS (sass/scss/...), Java, C#, C++, TypeScript",DevOps,5 - 6 let,3 - 4 leta,moški,26-30,podravska regija
10/1/2024 13:13:25,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,30000€ - 34999€,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Kotlin",razvijalec/ka namiznih aplikacij,7 - 8 let,2 - 3 leta,moški,26-30,osrednjeslovenska regija
10/1/2024 13:13:34,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),6500€ - 6999€,30000€ - 34999€,"tujina, Evropska unija",Slovenija,8 - 9 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,Python,vodja ekipe (team lead),več kot 10 let,8 - 9 let,moški,31-40,osrednjeslovenska regija
10/1/2024 13:14:44,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,"tujina, drugo","tujina, Evropska unija",2 - 3 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP",spletni razvijalec/ka (back-end),4 - 5 let,3 - 4 leta,ženska,26-30,podravska regija
10/1/2024 13:16:48,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,pod 5000€,"tujina, Evropska unija",Slovenija,4 - 5 let,"ne, čeprav delodajalec omogoča delo na daljavo",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, C++, C, TypeScript, Swift, Go, Kotlin, Bash",DevOps,več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 13:17:44,dijak/študent (delo opravljam prek študentske napotnice),"13,00€ - 13,99€",med 20 - 40 ur,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP, TypeScript, Bash",DevOps,5 - 6 let,3 - 4 leta,moški,19-25,zasavska regija
10/1/2024 13:18:37,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,Slovenija,Slovenija,6 - 7 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (back-end),7 - 8 let,6 - 7 let,moški,31-40,osrednjeslovenska regija
10/1/2024 13:19:19,dijak/študent (delo opravljam prek študentske napotnice),"9,00€ - 9,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP",spletni razvijalec/ka (front-end),4 - 5 let,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/1/2024 13:19:49,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,"tujina, Evropska unija",Slovenija,več kot 10 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, TypeScript",spletni razvijalec/ka (front-end),več kot 10 let,več kot 10 let,moški,več kot 50 let,primorsko-notranjska regija
10/1/2024 13:22:52,dijak/študent (delo opravljam prek študentske napotnice),"9,00€ - 9,99€",manj kot 20 ur,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, C++, C",specialist/ka strojnega učenja,9 - 10 let,1 - 2 leti,moški,19-25,osrednjeslovenska regija
10/1/2024 13:25:02,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,6 - 7 let,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,ženska,41-50,osrednjeslovenska regija
10/1/2024 13:27:46,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#",spletni razvijalec/ka (full-stack),4 - 5 let,2 - 3 leta,moški,19-25,savinjska regija
10/1/2024 13:30:39,delo opravljam prek s. p.,,,,,,,,,,,,,1,8500€ - 8999€,100%,"tujina, ZDA","tujina, ZDA",PHP,vodja razvoja (CTO),več kot 10 let,7 - 8 let,moški,31-40,osrednjeslovenska regija
10/1/2024 13:34:39,dijak/študent (delo opravljam prek študentske napotnice),"13,00€ - 13,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, TypeScript, Go",spletni razvijalec/ka (back-end),3 - 4 leta,manj kot 1 leto,moški,26-30,osrednjeslovenska regija
10/1/2024 13:37:20,dijak/študent (delo opravljam prek študentske napotnice),"8,0€ - 8,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, C++, C, Kotlin",spletni razvijalec/ka (back-end),2 - 3 leta,1 - 2 leti,moški,19-25,podravska regija
10/1/2024 13:41:46,nezaposlen/a,,,,,,,,,,,,,,,,,,"SQL, Java, Python, C, Bash",spletni razvijalec/ka (back-end),več kot 10 let,5 - 6 let,moški,31-40,osrednjeslovenska regija
10/1/2024 13:43:54,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,15000€ - 19999€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, Python, C++, C, Bash",DevOps,več kot 10 let,7 - 8 let,moški,31-40,ne želim odgovoriti
10/1/2024 13:45:07,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),8500€ - 8999€,10000€ - 14999€,"tujina, Evropska unija",Slovenija,4 - 5 let,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Ruby",produktni/projektni vodja (PM),več kot 10 let,več kot 10 let,moški,31-40,gorenjska regija
10/1/2024 13:45:39,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,"tujina, ZDA","tujina, ZDA",manj kot 1 leto,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (full-stack),3 - 4 leta,3 - 4 leta,moški,26-30,osrednjeslovenska regija
10/1/2024 13:46:54,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, TypeScript",spletni razvijalec/ka (front-end),4 - 5 let,2 - 3 leta,ženska,26-30,osrednjeslovenska regija
10/1/2024 13:53:16,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,3000€ - 3499€,55 - 70,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, Go, Kotlin, dart",razvijalec/ka mobilnih aplikacij (Android),5 - 6 let,2 - 3 leta,moški,19-25,jugovzhodna regija
10/1/2024 13:53:41,dijak/študent (delo opravljam prek študentske napotnice),"8,0€ - 8,99€",med 20 - 40 ur,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java",spletni razvijalec/ka (full-stack),2 - 3 leta,manj kot 1 leto,moški,19-25,gorenjska regija
10/1/2024 13:53:42,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),9500€ - 9999€,20000€ - 24999€,"tujina, drugo","tujina, drugo",3 - 4 leta,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Swift, Objective-C",razvijalec/ka mobilnih aplikacij (iOS),več kot 10 let,več kot 10 let,moški,31-40,tujina
10/1/2024 13:53:45,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,3500€ - 3999€,70 - 84,"tujina, Evropska unija",Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (full-stack),3 - 4 leta,3 - 4 leta,moški,26-30,zasavska regija
10/1/2024 13:59:42,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, Evropska unija","tujina, Evropska unija",2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"C#, C++, C",razvijalec/ka embedded sistemov/aplikacij,9 - 10 let,7 - 8 let,moški,31-40,savinjska regija
10/1/2024 14:00:37,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,"tujina, Evropska unija","tujina, Evropska unija",manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL",drugo,več kot 10 let,7 - 8 let,ženska,31-40,podravska regija
10/1/2024 14:00:58,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,"tujina, drugo",Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, Python, C++",razvijalec/ka embedded sistemov/aplikacij,5 - 6 let,3 - 4 leta,moški,31-40,obalno-kraška regija
10/1/2024 14:04:47,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,9 - 10 let,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP",produktni/projektni vodja (PM),več kot 10 let,9 - 10 let,moški,31-40,posavska regija
10/1/2024 14:08:16,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,10000€ - 14999€,"tujina, ZDA",Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,da,1,pod 499€,pod 25 %,Slovenija,Slovenija,"Python, C++, C",razvijalec/ka embedded sistemov/aplikacij,več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 14:10:31,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,pod 5000€,Slovenija,Slovenija,6 - 7 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, TypeScript, Bash",spletni razvijalec/ka (back-end),9 - 10 let,6 - 7 let,moški,26-30,jugovzhodna regija
10/1/2024 14:20:38,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"SQL, Python, Bash, Cypher",razvijalec/ka s statističnim/matematičnim ozadjem,3 - 4 leta,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/1/2024 14:20:46,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,"tujina, ZDA","tujina, ZDA",2 - 3 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, C++, C, Go",specialist/ka strojnega učenja,3 - 4 leta,2 - 3 leta,moški,26-30,osrednjeslovenska regija
10/1/2024 14:23:30,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,"tujina, Evropska unija",Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#",spletni razvijalec/ka (back-end),5 - 6 let,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/1/2024 14:27:28,delo opravljam prek s. p.,,,,,,,,,,,,,1,8500€ - 8999€,100%,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP, TypeScript",spletni razvijalec/ka (front-end),8 - 9 let,6 - 7 let,moški,26-30,primorsko-notranjska regija
10/1/2024 14:28:12,delo opravljam prek s. p.,,,,,,,,,,,,,0,več kot 10000€,v zadnjem letu nisem imel/a nobenega naročnika,"tujina, drugo","tujina, drugo","JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, C++, C, Bash",specialist/ka strojnega učenja,več kot 10 let,več kot 10 let,moški,31-40,jugovzhodna regija
10/1/2024 14:38:14,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (full-stack),5 - 6 let,2 - 3 leta,moški,26-30,osrednjeslovenska regija
10/1/2024 14:38:31,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,15000€ - 19999€,"tujina, drugo",Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Java, Python, Go, Bash",DevOps,6 - 7 let,4 - 5 let,ženska,26-30,
10/1/2024 14:45:21,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,"tujina, drugo",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Python",spletni razvijalec/ka (back-end),6 - 7 let,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/1/2024 14:46:36,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,Slovenija,Slovenija,1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, TypeScript",UI/UX razvijalec/ka,2 - 3 leta,1 - 2 leti,moški,19-25,podravska regija
10/1/2024 14:48:39,dijak/študent (delo opravljam prek študentske napotnice),"10,00€ - 10,99€",20 ur (polovični delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, C, TypeScript, Bash, dart",drugo,9 - 10 let,4 - 5 let,moški,19-25,osrednjeslovenska regija
10/1/2024 14:51:28,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,"tujina, Evropska unija",Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, Go, Bash",spletni razvijalec/ka (back-end),9 - 10 let,6 - 7 let,moški,19-25,gorenjska regija
10/1/2024 14:57:36,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, drugo","tujina, drugo",5 - 6 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, SQL, TypeScript",spletni razvijalec/ka (back-end),5 - 6 let,5 - 6 let,ženska,41-50,osrednjeslovenska regija
10/1/2024 14:57:41,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,50000€ - 54999€,"tujina, drugo",Slovenija,5 - 6 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, C#, Python",specialist/ka strojnega učenja,več kot 10 let,9 - 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 14:58:09,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,,Slovenija,Slovenija,9 - 10 let,"da, za polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, PHP, C++, TypeScript",vodja razvoja (CTO),več kot 10 let,več kot 10 let,moški,31-40,posavska regija
10/1/2024 15:02:49,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, TypeScript",spletni razvijalec/ka (full-stack),7 - 8 let,3 - 4 leta,moški,26-30,obalno-kraška regija
10/1/2024 15:04:16,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,5 - 6 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,da,1,2000€ - 2499€,100%,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, C++, C, Swift, Kotlin",razvijalec/ka mobilnih aplikacij (iOS),7 - 8 let,5 - 6 let,moški,26-30,savinjska regija
10/1/2024 15:09:31,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,"tujina, ZDA",Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,da,2 - 4,4500€ - 4999€,70 - 84,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP, TypeScript, Bash",spletni razvijalec/ka (back-end),več kot 10 let,8 - 9 let,moški,31-40,goriška regija
10/1/2024 15:14:00,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,6000€ - 6499€,85 - 99%,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP, TypeScript",vodja razvoja (CTO),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 15:14:21,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5500€ - 5999€,pod 5000€,"tujina, Evropska unija","tujina, Evropska unija",4 - 5 let,"da, a manj kot polni delovni čas",da,ne,,,,,,"SQL, Java, Python, Bash, Perl",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 15:15:06,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),8500€ - 8999€,5000€ - 9999€,"tujina, Evropska unija","tujina, drugo",manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Python, Bash",specialist/ka strojnega učenja,več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 15:16:33,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,več kot 10000€,55 - 70,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), Python, TypeScript",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,31-40,savinjska regija
10/1/2024 15:16:42,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,40000€ - 44999€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, SQL, Python",drugo,2 - 3 leta,2 - 3 leta,moški,31-40,osrednjeslovenska regija
10/1/2024 15:17:07,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,pod 5000€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, TypeScript",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,savinjska regija
10/1/2024 15:18:11,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,2 - 3 leta,"ne, delodajalec ne omogoča dela na daljavo",da,da,2 - 4,500€ - 999€,25 - 40,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP",spletni razvijalec/ka (full-stack),3 - 4 leta,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/1/2024 15:19:05,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript, Go, Kotlin, Rust",spletni razvijalec/ka (back-end),6 - 7 let,2 - 3 leta,moški,19-25,podravska regija
10/1/2024 15:19:44,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,pod 5000€,"tujina, drugo",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, SQL, TypeScript",vodja ekipe (team lead),3 - 4 leta,2 - 3 leta,moški,31-40,osrednjeslovenska regija
10/1/2024 15:25:19,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,6500€ - 6999€,70 - 84,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,26-30,podravska regija
10/1/2024 15:25:33,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,40000€ - 44999€,Slovenija,Slovenija,5 - 6 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, C++, C, Bash",razvijalec/ka embedded sistemov/aplikacij,9 - 10 let,5 - 6 let,moški,31-40,osrednjeslovenska regija
